component,pattern,column
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_join_an_energy_community
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_provide_your_identification_code
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_provide_your_prolific_id
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__please_select_strongly_disagree
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__thank_you_for_reaching_this_point_in_the_survey_you_may_continue_if_you_have_time_or_finish_now_if_you_prefer_do_you_have_time_to_continue
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_actions_do_you_believe_are_being_taken_which_of_the_following_interventions_do_you_believe_institutions_are_implementing_right_now_select_up_to_3
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_actions_should_be_taken_which_of_the_following_interventions_do_you_believe_institutions_should_implement_right_now_select_up_to_3
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_is_the_approximate_population_size_of_the_city_where_you_live
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_is_the_current_tenure_status_of_your_home
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_is_the_highest_level_of_education_that_you_have_completed_if_you_are_currently_studying_and_have_not_yet_completed_a_level_please_select_the_last_level_you_have_finished
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_is_your_current_employment_status_please_indicate_your_main_contractual_status_if_you_are_temporarily_on_leave_such_as_sick_leave_parental_leave_or_a_temporary_reduction_in_working_hours_please_report_your_usual_employment_status
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_is_your_gender
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_type_of_household_do_you_live_in_please_select_the_option_that_best_describes_your_household
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_you_should_do_regardless_of_what_you_are_currently_doing_which_of_the_following_actions_do_you_feel_you_should_take_or_adopt_more_regularly_to_improve_your_energy_impact_select_up_to_3
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_change_energy_provider_or_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_installing_renewable_energy_solutions_at_home_e_g_solar_panels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_join_an_energy_community_or_collective_self_consumption_scheme
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_others_not_listed_here
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_purchase_more_energy_efficient_appliances
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_reduce_electricity_consumption_at_home_lighting_appliances_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_do_thinking_about_your_close_friends_and_colleagues_how_would_you_rate_their_overall_engagement_with_those_exact_same_actions_within_their_own_homes_reduce_the_use_of_heating_or_air_conditioning
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__what_your_peers_should_do_which_of_those_same_actions_do_you_believe_your_peers_ought_to_be_doing_more_of_in_their_own_homes_select_up_to_3
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__which_of_the_following_best_describes_your_general_approach_to_voting_in_elections
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__which_of_the_following_best_describes_your_usual_travel_role
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__which_statement_best_describes_you_when_making_an_investment_decision_related_to_your_household
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__who_should_take_action_in_the_face_of_this_severe_energy_crisis_and_supply_chain_shock_who_bears_the_primary_responsibility_for_taking_decisive_action
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_energy_rationing_setting_legal_limits_on_energy_use_for_certain_businesses_or_non_essential_activities
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_fast_track_renewables_speeding_up_wind_and_solar_projects_by_simplifying_the_usual_rules_and_permits
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_free_transport_providing_free_public_transit_while_placing_strict_limits_on_private_car_use
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_industry_aid_giving_direct_financial_help_to_businesses_hit_hardest_by_energy_costs
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_keep_nuclear_plants_open_delaying_or_canceling_the_planned_shutdown_of_nuclear_power_stations
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_local_manufacturing_investing_in_local_mining_and_factories_to_reduce_dependence_on_other_countries
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_mandatory_remote_work_requiring_companies_to_allow_teleworking_to_save_fuel_on_commutes
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_others_not_listed_here
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_price_caps_limiting_the_maximum_price_consumers_pay_for_fuel_and_electricity
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_support_for_the_vulnerable_giving_direct_cash_or_energy_vouchers_to_low_income_homes_to_prevent_energy_poverty
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_switching_to_electric_forcing_and_subsidizing_the_change_to_electric_heat_pumps_and_electric_factory_machinery
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_tax_changes_lowering_energy_taxes_for_citizens_while_taxing_the_extra_profits_of_energy_companies
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_travel_restrictions_lowering_highway_speed_limits_and_stopping_short_distance_flights
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_actions_arent_taken_why_do_you_think_institutions_are_hesitating_to_implement_these_measures_use_emergency_reserves_releasing_national_stockpiles_of_oil_and_gas_to_stabilize_prices_immediately
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_energy_provider_or_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_installing_renewable_energy_solutions_at_home_e_g_solar_panels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_join_an_energy_community_or_collective_self_consumption_scheme
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_others_not_listed_here
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_purchase_more_energy_efficient_appliances
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_electricity_consumption_at_home_lighting_appliances_etc
