"","survey","variable","question"
"285","concerns2","we_noticed_you_have_concerns_about_carbon_management_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Carbon Management—could you tell us why? Please select up to three concerns."
"286","concerns2","we_noticed_you_have_concerns_about_smart_grid_technology_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Smart Grid Technology—could you tell us why? Please select up to three concerns."
"287","concerns2","we_noticed_you_have_concerns_about_pipeline_expansion_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Pipeline Expansion—could you tell us why? Please select up to three concerns."
"288","concerns2","we_noticed_you_have_concerns_about_onshore_power_lines_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Onshore Power Lines—could you tell us why? Please select up to three concerns."
"289","concerns2","we_noticed_you_have_concerns_about_submarine_power_cables_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Submarine Power Cables—could you tell us why? Please select up to three concerns."
"290","concerns2","we_noticed_you_have_concerns_about_ev_charging_infrastructure_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about EV Charging Infrastructure—could you tell us why? Please select up to three concerns."
"291","concerns2","we_noticed_you_have_concerns_about_local_microgrids_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Local Microgrids—could you tell us why? Please select up to three concerns."
"292","concerns2","we_noticed_you_have_concerns_about_energy_communities_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Energy Communities—could you tell us why? Please select up to three concerns."
"293","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_energy_poverty","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Energy poverty."
"294","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_digital_exclusion_in_energy_transition","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Digital exclusion in energy transition."
"295","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_climate_vulnerability","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Climate vulnerability."
"296","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_limited_energy_literacy","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Limited energy literacy."
"297","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_unequal_grid_investment_prioritization","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Unequal grid investment prioritization."
"298","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_profitability_of_utilities","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Profitability of utilities."
"299","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_power_outages_or_interruptions_in_electricity_supply","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Power outages or interruptions in electricity supply."
"300","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_amount_of_citizen_participation_in_energy_sector_decision_making","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Amount of citizen participation in energy sector decision-making."
"301","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_capacity_of_the_citizen_to_foster_changes_in_the_energy_sector","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Capacity of the citizen to foster changes in the energy sector."
"302","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_impact_of_the_energy_sector_on_cultural_heritage","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Impact of the energy sector on cultural heritage."
"303","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_changes_in_the_cost_of_energy_due_the_instalation_of_large_consumers_such_us_large_industries_or_data_centers","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Changes in the cost of energy due the instalation of large consumers (such us large industries or data centers)."
"304","concerns2","please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_changes_in_the_cost_of_energy_due_to_the_deployment_of_international_interconections","Please rate your level of concern for each of the following social paradigms on a scale from 'Not at all concerned to 'Very concerned'.: Changes in the cost of energy due to the deployment of international interconections."
"305","concerns2","we_noticed_you_have_concerns_about_energy_poverty_could_you_tell_us_why_please_select_up_to_three_concerns","We noticed you have concerns about Energy poverty—could you tell us why? Please select up to three concerns."
